,genre,code,name,type,startdate,enddate,target,level,url
1046,언어,ASP00001S1001205000053,NEW 와꾸와꾸 일본어 고급2 Free Talking1,온라인,2015-03-31,2015-12-31,없음,고급,http://sll.seoul.go.kr/
1047,언어,ASP00001S1001205000054,NEW 와꾸와꾸 일본어 고급3 Free Talking2,온라인,2015-03-31,2015-12-31,없음,고급,http://sll.seoul.go.kr/
1048,언어,ASP00001S1001205000060,도전! 비즈니스 일본어,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1049,언어,ASP00001S1001205000061,이미지로 익히는 生生 일본어 초급,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1050,언어,ASP00001S1001205000062,일본인이 가장 많이 쓰는 일본어 표현 200(1),온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1051,언어,ASP00001S1001205000063,일본인이 가장 많이 쓰는 일본어 표현 200(2),온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1052,언어,ASP00001S1001205000085,짜요짜요 중국어 회화 입문(1),온라인,2015-03-31,2015-12-31,1. 중국어를 처음 시작하는 학습자 2. 기초를 탄탄히 다지고자 하는 학습자 3. 중국어 발음과 회화를 동시에 정복하고 싶은 학습자,입문,http://sll.seoul.go.kr/
1053,언어,ASP00001S1001205000086,짜요짜요 중국어 회화 입문(2),온라인,2015-03-31,2015-12-31,1. 중국어를 처음 시작하는 학습자 2. 기초를 탄탄히 다지고자 하는 학습자 3. 중국어 발음과 회화를 동시에 정복하고 싶은 학습자,입문,http://sll.seoul.go.kr/
1054,언어,ASP00001S1001205000089,짜요짜요 중국어 회화 초급(1),온라인,2015-03-31,2015-12-31,1. 중국어를 처음 시작하는 학습자 2. 기초를 탄탄히 다지고자 하는 학습자 3. 중국어 발음과 회화를 동시에 정복하고 싶은 학습자,초급,http://sll.seoul.go.kr/
1055,언어,ASP00001S1001205000090,짜요짜요 중국어 회화 초급(2),온라인,2015-03-31,2015-12-31,1. 중국어를 처음 시작하는 학습자 2. 기초를 탄탄히 다지고자 하는 학습자 3. 중국어 발음과 회화를 동시에 정복하고 싶은 학습자,초급,http://sll.seoul.go.kr/
1056,언어,ASP00001S1001205000087,짜요짜요 중국어 회화 중급(1),온라인,2015-03-31,2015-12-31,1. 중국어를 처음 시작하는 학습자 2. 기초를 탄탄히 다지고자 하는 학습자 3. 중국어 발음과 회화를 동시에 정복하고 싶은 학습자,중급,http://sll.seoul.go.kr/
1057,언어,ASP00001S1001205000088,짜요짜요 중국어 회화 중급(2),온라인,2015-03-31,2015-12-31,1. 중국어를 처음 시작하는 학습자 2. 기초를 탄탄히 다지고자 하는 학습자 3. 중국어 발음과 회화를 동시에 정복하고 싶은 학습자,중급,http://sll.seoul.go.kr/
1058,언어,ASP00001S1001205000083,왕초보 중국어 28일만에 완전 절친되기(1),온라인,2015-03-31,2015-12-31,1. 중국어를 처음 시작하는 학습자 2. 기초를 탄탄히 다지고자 하는 학습자 3. 중국어 발음과 회화를 동시에 정복하고 싶은 학습자,초급,http://sll.seoul.go.kr/
1059,언어,ASP00001S1001205000084,왕초보 중국어 28일만에 완전 절친되기(2),온라인,2015-03-31,2015-12-31,1. 중국어를 처음 시작하는 학습자 2. 기초를 탄탄히 다지고자 하는 학습자 3. 중국어 발음과 회화를 동시에 정복하고 싶은 학습자,초급,http://sll.seoul.go.kr/
1060,자기계발,ASP00001S1001205000079,전공략 新HSK 두 달에 3급 따기 I,온라인,2015-03-31,2015-12-31,- 신HSK 3급을 처음 준비하거나 단기간 고득점 합격을 원하는 학습자 - 신HSK 3급 모든 영역(듣기 독해 쓰기)을 한번에 공부하기를 원하는 학습자,초급,http://sll.seoul.go.kr/
1061,자기계발,ASP00001S1001205000080,전공략 新HSK 두 달에 3급 따기 II,온라인,2015-03-31,2015-12-31,- 신HSK 3급을 처음 준비하거나 단기간 고득점 합격을 원하는 학습자 - 신HSK 3급 모든 영역(듣기 독해 쓰기)을 한번에 공부하기를 원하는 학습자,초급,http://sll.seoul.go.kr/
1062,자기계발,ASP00001S1001205000081,전공략 新HSK 두 달에 4급 따기 I,온라인,2015-03-31,2015-12-31,- 신HSK 4급을 처음 준비하거나 단기간 고득점 합격을 원하는 학습자 - 신HSK 4급 모든 영역(듣기 독해 쓰기)을 한번에 공부하기를 원하는 학습자,초급,http://sll.seoul.go.kr/
1063,자기계발,ASP00001S1001205000082,전공략 新HSK 두 달에 4급 따기 II,온라인,2015-03-31,2015-12-31,- 신HSK 4급을 처음 준비하거나 단기간 고득점 합격을 원하는 학습자 - 신HSK 4급 모든 영역(듣기 독해 쓰기)을 한번에 공부하기를 원하는 학습자,초급,http://sll.seoul.go.kr/
1064,자기계발,ASP00001S1001205000258,2014년 Holic 전산세무1급(실기) ,온라인,2015-03-31,2015-12-31,전산세무 1급 자격증 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1065,자기계발,ASP00001S1001205000259,2014년 Holic 전산세무1급(필기) ,온라인,2015-03-31,2015-12-31,전산세무 1급 자격증 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1066,자기계발,ASP00001S1001205000260,2014년 Holic 전산세무2급(실기) ,온라인,2015-03-31,2015-12-31,전산세무 2급 자격증 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1067,자기계발,ASP00001S1001205000261,2014년 Holic 전산세무2급(필기) ,온라인,2015-03-31,2015-12-31,전산세무 2급 자격증 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1068,자기계발,ASP00001S1001205000262,2014년 Holic 전산회계1급(실기) ,온라인,2015-03-31,2015-12-31,전산회계 1급 자격증 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1069,자기계발,ASP00001S1001205000263,2014년 Holic 전산회계1급(필기) ,온라인,2015-03-31,2015-12-31,전산회계 1급 자격증 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1070,자기계발,ASP00001S1001205000264,2014년 Holic 전산회계2급(실기) ,온라인,2015-03-31,2015-12-31,전산회계 2급 자격증 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1071,자기계발,ASP00001S1001205000265,2014년 Holic 전산회계2급(필기) ,온라인,2015-03-31,2015-12-31,전산회계 2급 자격증 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1072,요리,ASP00001S1001205000207,한식조리기능사 실기,온라인,2015-03-31,2015-12-31,한식조리기능사 자격증을 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1073,요리,ASP00001S1001205000204,양식조리기능사 실기,온라인,2015-03-31,2015-12-31,양식조리기능사 자격증을 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1074,자기계발,ASP00001S1001205000205,제과기능사 실기,온라인,2015-03-31,2015-12-31,제과기능사 자격증을 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1075,자기계발,ASP00001S1001205000206,제빵기능사 실기,온라인,2015-03-31,2015-12-31,제빵기능사 자격증을 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1076,기타,ASP00001S1001205000234,[고객만족] 서비스경쟁력으로 승부를 걸어라 - 기초,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1077,기타,ASP00001S1001205000235,[고객만족] 서비스경쟁력으로 승부를 걸어라 - 실전,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1078,자기계발,ASP00001S1001205000238,사회적 비즈니스 활용을 통한 소상공인 성공 경영 - 사례,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1079,자기계발,ASP00001S1001205000239,사회적 비즈니스 활용을 통한 소상공인 성공 경영 - 실전,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1080,자기계발,ASP00001S1001205000236,[성공전략] 프랜차이즈 창업 길라잡이 - 기초,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1081,자기계발,ASP00001S1001205000237,[성공전략] 프랜차이즈 창업 길라잡이 - 실전,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1082,신기술,ASP00001S1001205000240,인터넷쇼핑몰 창업과 운영 - 기초,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1083,신기술,ASP00001S1001205000241,인터넷쇼핑몰 창업과 운영 - 실전,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1084,자기계발,ASP00001S1001205000246,성공취업 키워드 면접전형 기본기 다지기,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1085,기타,ASP00001S1001205000242,꼭 알아야 할 다양하고 복잡한 면접의 세계,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1086,기타,ASP00001S1001205000247,승자의 남다른 인터뷰 준비,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1087,자기계발,ASP00001S1001205000245,면접관을 사로 잡는 비법,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1088,기타,ASP00001S1001205000243,놓치면 후회하는 면접 디테일,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1089,자기계발,ASP00001S1001205000248,취업인터뷰 전략의 A-Z,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1090,기타,ASP00001S1001205000244,똑소리 나는 서류전형의 정석,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1091,자기계발,ASP00001S1001205000249,미용사(피부) 자격증 실기,온라인,2015-03-31,2015-12-31,피부미용사 자격을 취득하고자 하는 분,초급,http://sll.seoul.go.kr/
1092,언어,ASP00001S1001205000022,[다문화] 베트남어로 배우는 실전 기초한국어회화,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1093,언어,ASP00001S1001205000024,[다문화] 키르기스스탄어로 배우는 실전 기초한국어회화,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1094,언어,ASP00001S1001205000020,[다문화] 러시아어로 배우는 실전 기초한국어회화,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1095,언어,ASP00001S1001205000021,[다문화] 몽골어로 배우는 실전 기초한국어회화,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1096,언어,ASP00001S1001205000025,[다문화] 태국어로 배우는 실전 기초한국어회화,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1097,언어,ASP00001S1001205000023,[다문화] 인도네시아어로 배우는 실전 기초한국어회화,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1098,기타,ASP00001S1001205000005,[중독힐링] 스마트폰중독 예방 및 심리치료,온라인,2015-03-31,2015-12-31,1. 스마트폰 중독에 빠진 자녀를 둔 학부모 2. 올바른 스마트폰 이용을 알아보고자 하는 학부모,초급,http://sll.seoul.go.kr/
1099,예술,ASP00001S1001205000164,[악기] 가장 쉽게 배우는 통기타 기초 #1,온라인,2015-03-31,2015-12-31,통기타 연주에 관심 있는 분,초급,http://sll.seoul.go.kr/
1100,예술,ASP00001S1001205000165,[악기] 가장 쉽게 배우는 통기타 기초 #2,온라인,2015-03-31,2015-12-31,통기타 연주에 관심 있는 분,초급,http://sll.seoul.go.kr/
1101,예술,ASP00001S1001205000166,[악기] 가장 쉽게 배우는 통기타 기초 #3,온라인,2015-03-31,2015-12-31,통기타 연주에 관심 있는 분,초급,http://sll.seoul.go.kr/
1102,예술,ASP00001S1001205000141,[애견미용] 우리 귀요미 사랑스런 강아지 미용법 배우기,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1103,예술,ASP00001S1001205000158,[홈패션] 초간단 예쁜 소품 내손으로 만들기 - 기초,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1104,예술,ASP00001S1001205000150,[POP] 직접 쓰면서 쉽게 배우는 예쁜 손글씨 #1,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1105,예술,ASP00001S1001205000151,[POP] 직접 쓰면서 쉽게 배우는 예쁜 손글씨 #2,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1106,예술,ASP00001S1001205000159,모두가 부러워하는 예쁜손톱 셀프 네일아트 기초 #1,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1107,예술,ASP00001S1001205000160,모두가 부러워하는 예쁜손톱 셀프 네일아트 기초 #2,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1108,기타,ASP00001S1001205000154,[선물포장] 선물의 가치를 높이는 선물포장 - 초급 #1,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1109,기타,ASP00001S1001205000155,[선물포장] 선물의 가치를 높이는 선물포장 - 초급 #2,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1110,요리,ASP00001S1001205000156,[아이사랑] 쿠키클레이 누구나 만드는 예쁜 쿠키 #1,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1111,요리,ASP00001S1001205000157,[아이사랑] 쿠키클레이 누구나 만드는 예쁜 쿠키 #2,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1112,예술,ASP00001S1001205000152,[리폼] 헌옷의 이유있는 변신 옷수선 따라하기 - 길이수선편,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1113,예술,ASP00001S1001205000153,[리폼] 헌옷의 이유있는 변신 옷수선 따라하기 - 줄이기편,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1114,예술,ASP00001S1001205000162,[디카] 똑딱이에서 DSLR까지 만만한 사진강의 - 기초,온라인,2015-03-31,2015-12-31,DSLR을 처음 접하거나 사진촬영에 관심있는 분,초급,http://sll.seoul.go.kr/
1115,예술,ASP00001S1001205000161,[디카] 똑딱이에서 DSLR까지 만만한 사진강의 - 기본,온라인,2015-03-31,2015-12-31,DSLR을 처음 접하거나 사진촬영에 관심있는 분,초급,http://sll.seoul.go.kr/
1116,예술,ASP00001S1001205000163,[디카] 똑딱이에서 DSLR까지 만만한 사진강의 - 실전,온라인,2015-03-31,2015-12-31,DSLR을 처음 접하거나 사진촬영에 관심있는 분,초급,http://sll.seoul.go.kr/
1117,요리,ASP00001S1001205000146,[웰빙요리] 자신있게 추천하는 요요없는 다이어트 요리,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1118,요리,ASP00001S1001205000145,[웰빙요리] 맛도 좋고 보기도 좋은 나들이 메뉴,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1119,요리,ASP00001S1001205000148,[초급] 와인과의 첫 스킨쉽,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1120,요리,ASP00001S1001205000147,[초급] 가격은 낮게 품질은 높게 나만의 와인 스타일 찾기,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1121,요리,ASP00001S1001205000144,[웰빙요리] 떨리지 않아요! 엄두나는 아침밥상,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1122,요리,ASP00001S1001205000142,[바리스타] 요즘 대세 바리스타 따라하면서 배우기 #1,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1123,요리,ASP00001S1001205000143,[바리스타] 요즘 대세 바리스타 따라하면서 배우기 #2,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1124,요리,ASP00001S1001205000149,[힐링요리] 자연과 사람의 조화 사찰음식의 기본,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1125,기타,ASP00001S1001205000014,행복한 노후를 위한 재무관리,온라인,2015-03-31,2015-12-31,행복한 노후를 대비한 재무관리에 관심 있는 분,초급,http://sll.seoul.go.kr/
1126,기타,ASP00001S1001205000002,행복한 노후 가꾸기 & 생애 설계의 성공법 - 은퇴 설계 시대의 자산 운영,온라인,2015-03-31,2015-12-31,은퇴를 앞두거나 은퇴 후 삶을 즐겁게 살고자 하는 분,초급,http://sll.seoul.go.kr/
1127,기타,ASP00001S1001205000003,행복한 노후 가꾸기 & 생애 설계의 성공법 - 재취업 및 창업,온라인,2015-03-31,2015-12-31,은퇴를 앞두거나 은퇴 후 삶을 즐겁게 살고자 하는 분,초급,http://sll.seoul.go.kr/
1128,기타,ASP00001S1001205000013,행복한 노후 가꾸기 & 생애 설계의 성공법 - 행복한 커뮤니케이션,온라인,2015-03-31,2015-12-31,행복한 노후를 위한 방법에 관심있는 분,초급,http://sll.seoul.go.kr/
1129,기타,ASP00001S1001205000018,탁월한 자산 운용 및 전략,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1130,기타,ASP00001S1001205000019,행복한 삶으로 가는 재무설계,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1131,기타,ASP00001S1001205000016,세무사와 배우는 유익한 생활 세무상식 - 기본,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1132,기타,ASP00001S1001205000015,[보험상식] 알고 가입하자 보험 생초보 탈출,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1133,기타,ASP00001S1001205000017,재테크보다 중요한 생애수지관리,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1134,기타,ASP00001S1001205000004,[부부코칭] 어렵지 않아요! 부부힐링 행복 대화법,온라인,2015-03-31,2015-12-31,은퇴를 앞두거나 은퇴 후 삶을 즐겁게 살고자 하는 분,초급,http://sll.seoul.go.kr/
1135,체육,ASP00001S1001205000008,[아름다운 D라인] 튼튼한 골반 건강한 출산을 돕는 임산부요가,온라인,2015-03-31,2015-12-31,출산을 준비 중인 산모 및 배우자,초급,http://sll.seoul.go.kr/
1136,기타,ASP00001S1001205000009,엄마가 도와줄 수 있는 독서지도 방법,온라인,2015-03-31,2015-12-31,올바른 독서지도에 관심 있는 학부모,초급,http://sll.seoul.go.kr/
1137,기타,ASP00001S1001205000010,행복한 아이를 기르는 준비된 엄마 - 영아기,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1138,기타,ASP00001S1001205000012,[NIE] 신문을 활용한 우리아이 공부하기,온라인,2015-03-31,2015-12-31,신문을 활용한 학습방법에 관심있는 학부모,초급,http://sll.seoul.go.kr/
1139,기타,ASP00001S1001205000011,인생을 주도적으로 살도록 도와주는 엄마 - 중학교 이후,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1140,기타,ASP00001S1001205000001,살맛나는 은퇴자를 위한 유머 #1,온라인,2015-03-31,2015-12-31,은퇴를 앞두거나 은퇴 후 삶을 즐겁게 살고자 하는 분,초급,http://sll.seoul.go.kr/
1141,언어,ASP00001S1001205000250,1급 타파 한자능력 검정시험,온라인,2015-03-31,2015-12-31,한자능력 검정시험 자격증 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1142,자기계발,ASP00001S1001205000251,2급 타파 한자능력 검정시험,온라인,2015-03-31,2015-12-31,한자능력 검정시험 자격증 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1143,자기계발,ASP00001S1001205000252,3급 타파 한자능력 검정시험,온라인,2015-03-31,2015-12-31,한자능력 검정시험 자격증 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1144,자기계발,ASP00001S1001205000253,4급 타파 한자능력 검정시험,온라인,2015-03-31,2015-12-31,한자능력 검정시험 자격증 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1145,자기계발,ASP00001S1001205000254,5급 타파 한자능력 검정시험,온라인,2015-03-31,2015-12-31,한자능력 검정시험 자격증 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1146,자기계발,ASP00001S1001205000255,6급 타파 한자능력 검정시험,온라인,2015-03-31,2015-12-31,한자능력 검정시험 자격증 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1147,자기계발,ASP00001S1001205000256,7급 타파 한자능력 검정시험,온라인,2015-03-31,2015-12-31,한자능력 검정시험 자격증 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1148,자기계발,ASP00001S1001205000257,8급 타파 한자능력 검정시험,온라인,2015-03-31,2015-12-31,한자능력 검정시험 자격증 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1149,신기술,ASP00001S1001205000134,MS Word(워드) 2013,온라인,2015-03-31,2015-12-31,문서 제작 업무가 많은 학생 직장인 일반인,초급,http://sll.seoul.go.kr/
1150,신기술,ASP00001S1001205000138,한컴 오피스 한글 2014,온라인,2015-03-31,2015-12-31,한글을 활용한 문서작업이 필요한 분,초급,http://sll.seoul.go.kr/
1151,신기술,ASP00001S1001205000139,한컴 오피스 한셀 2014,온라인,2015-03-31,2015-12-31,한셀을 활용한 문서작업이 필요한 분,초급,http://sll.seoul.go.kr/
1152,신기술,ASP00001S1001205000140,한컴 오피스 한쇼 2014,온라인,2015-03-31,2015-12-31,한쇼을 활용한 문서작업이 필요한 분,초급,http://sll.seoul.go.kr/
1153,신기술,ASP00001S1001205000137,Prezi(프레지)-2013년 6월 제작,온라인,2015-03-31,2015-12-31,프레지를 다뤄 발표자료를 만들어 보고자 하는 분,초급,http://sll.seoul.go.kr/
1154,신기술,ASP00001S1001205000128,컴퓨터활용능력시험 1급 필기_스프레드시트 (2014년),온라인,2015-03-31,2015-12-31,컴퓨터활용능력시험을 대비하고자 하는 분,초급,http://sll.seoul.go.kr/
1155,신기술,ASP00001S1001205000129,컴퓨터활용능력시험 1급 필기_컴퓨터일반(2014년),온라인,2015-03-31,2015-12-31,컴퓨터활용능력시험을 대비하고자 하는 분,중급,http://sll.seoul.go.kr/
1156,신기술,ASP00001S1001205000131,컴퓨터활용능력시험 2급 필기_스프레드시트(2014년),온라인,2015-03-31,2015-12-31,컴퓨터활용능력시험을 대비하고자 하는 분,초급,http://sll.seoul.go.kr/
1157,신기술,ASP00001S1001205000132,컴퓨터활용능력시험 2급 필기_컴퓨터일반(2014년),온라인,2015-03-31,2015-12-31,컴퓨터활용능력시험을 대비하고자 하는 분,초급,http://sll.seoul.go.kr/
1158,신기술,ASP00001S1001205000127,컴퓨터활용능력시험 1급 필기_데이터베이스 일반 (2014년),온라인,2015-03-31,2015-12-31,컴퓨터활용능력시험을 대비하고자 하는 분,중급,http://sll.seoul.go.kr/
1159,신기술,ASP00001S1001205000124,컴퓨터활용능력시험 1급 실기 Part.1,온라인,2015-03-31,2015-12-31,컴퓨터활용능력시험을 대비하고자 하는 분,중급,http://sll.seoul.go.kr/
1160,신기술,ASP00001S1001205000125,컴퓨터활용능력시험 1급 실기 Part.2,온라인,2015-03-31,2015-12-31,컴퓨터활용능력시험을 대비하고자 하는 분,중급,http://sll.seoul.go.kr/
1161,신기술,ASP00001S1001205000126,컴퓨터활용능력시험 1급 실기 Part.3,온라인,2015-03-31,2015-12-31,컴퓨터활용능력시험을 대비하고자 하는 분,중급,http://sll.seoul.go.kr/
1162,신기술,ASP00001S1001205000130,컴퓨터활용능력시험 2급 실기,온라인,2015-03-31,2015-12-31,컴퓨터활용능력시험을 대비하고자 하는 분,초급,http://sll.seoul.go.kr/
1163,기타,ASP00001S1001205000091,놀이동산이 된 가구점 이케아식 디퍼런트 스토리,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1164,기타,ASP00001S1001205000094,[커뮤니케이션 클리닉] 논리와 스토리로 만드는 퍼펙트 설득 전략,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1165,기타,ASP00001S1001205000093,유필화 교수의 리더십 통찰_역사에서 리더를 만나다,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1166,기타,ASP00001S1001205000095,인정받는 멀티플레이어의 Followership 발휘하기,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1167,기타,ASP00001S1001205000096,[커뮤니케이션 클리닉] 진단툴로 풀어보는 소통의 혈액형,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1168,기타,ASP00001S1001205000097,이숙영의 통큰쇼-팀소통의 장애와 함정을 제거하라 ,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1169,예술,ASP00001S1001205000092,김현철의 유쾌한 클래식 거장의 창조 스토리를 만나다.,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1170,기타,ASP00001S1001205000118,[통섭인재를 위한 역량의 재발견 1] 박재희 교수의 춘추고사와 리더십 역량,온라인,2015-03-31,2015-12-31,중간관리자 및 팀장   승진을 대비 하는 예비 관리자   경영 및 인사조직 관리자   팀관리 프로젝트 매니저,초급,http://sll.seoul.go.kr/
1171,기타,ASP00001S1001205000119,[통섭인재를 위한 역량의 재발견 2] 박재희 교수의 손자병법과 의사결정역량,온라인,2015-03-31,2015-12-31,중간관리자 및 팀장   승진을 대비 하는 예비 관리자   경영 및 인사조직 관리자   팀관리 프로젝트 매니저,초급,http://sll.seoul.go.kr/
1172,기타,ASP00001S1001205000120,[통섭인재를 위한 역량의 재발견 3] 박재희 교수의 동양철학과 창의역량,온라인,2015-03-31,2015-12-31,중간관리자 및 팀장   승진을 대비 하는 예비 관리자   경영 및 인사조직 관리자   팀관리 프로젝트 매니저,초급,http://sll.seoul.go.kr/
1173,기타,ASP00001S1001205000121,[통섭인재를 위한 역량의 재발견 4] 박지윤의 심리학 하이라이트-뇌 과학과 의사소통역량,온라인,2015-03-31,2015-12-31,중간관리자 및 팀장   승진을 대비 하는 예비 관리자   경영 및 인사조직 관리자   팀관리 프로젝트 매니저,초급,http://sll.seoul.go.kr/
1174,기타,ASP00001S1001205000122,[통섭인재를 위한 역량의 재발견 5] 박지윤의 심리학 하이라이트-심리실험과 협상역량,온라인,2015-03-31,2015-12-31,중간관리자 및 팀장   승진을 대비 하는 예비 관리자   경영 및 인사조직 관리자   팀관리 프로젝트 매니저,초급,http://sll.seoul.go.kr/
1175,기타,ASP00001S1001205000123,[통섭인재를 위한 역량의 재발견 6] 박지윤의 심리학 하이라이트-긍정심리와 변화관리역량,온라인,2015-03-31,2015-12-31,중간관리자 및 팀장   승진을 대비 하는 예비 관리자   경영 및 인사조직 관리자   팀관리 프로젝트 매니저,초급,http://sll.seoul.go.kr/
1176,신기술,ASP00001S1001205000133,실전문서 완전정복! 엑셀 2010 어드벤처,온라인,2015-03-31,2015-12-31,실무 문서 작성에서 엑셀 활용 능력을 필요로 하는 분,초급,http://sll.seoul.go.kr/
1177,신기술,ASP00001S1001205000135,실전문서 완전정복! 워드 2010 어드벤처,온라인,2015-03-31,2015-12-31,실무 문서 작성에서 워드 활용 능력을 필요로 하는 분,초급,http://sll.seoul.go.kr/
1178,신기술,ASP00001S1001205000136,실전문서 완전정복! 파워포인트 2010 어드벤처,온라인,2015-03-31,2015-12-31,실무 문서 작성에서 파워포인트 활용 능력을 필요로 하는 분,초급,http://sll.seoul.go.kr/
1179,자기계발,ASP00001S1001205000195,[네일아트] 네일미용사 실기,온라인,2015-03-31,2015-12-31,네일 미용에 관심 있는 분,초급,http://sll.seoul.go.kr/
1180,자기계발,ASP00001S1001205000182,공인중개사_2015년[기본이론]부동산학개론,온라인,2015-03-31,2015-12-31,공인중개사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
